task,penetration
"Locate and record data on sales of comparable property using specialized software, internet searches, or personal records.",0.0
"Locate and recover lost or broken bits, casings, and drill pipes from wells, using special tools.",0.0
Locate and remove or repair circuit defects such as blown fuses or malfunctioning transistors.,0.0
"Locate and repair frayed wiring, broken connections, or incorrect wiring, using ohmmeters, soldering irons, tape, and hand tools.",0.0
"Locate and repair frayed wiring, broken connections, or incorrect wiring, using ohmmeters, soldering irons, tape, or hand tools.",0.0
"Locate and review research articles or environmental, historical, or technical reports.",0.9026
"Locate and scribe parting lines on patterns, using measuring instruments, such as calipers, squares, or depth gauges.",0.0
"Locate and secure settings, properties, effects, and other production necessities.",0.0
"Locate and seize contraband, undeclared merchandise, and vehicles, aircraft, or boats that contain such merchandise.",0.0
"Locate and supply materials to masons for installation, following drawings or numbered sequences.",0.0
"Locate barriers to client employment, such as inaccessible work sites, inflexible schedules, or transportation problems, and work with clients to develop strategies for overcoming these barriers.",0.0
"Locate center lines and verify template positions, using measuring instruments such as gauge blocks, height gauges, and dial indicators.",0.0
"Locate crystal axis of ingot, and draw orientation lines on ingot, using x-ray equipment, drill, and sanding machine.",0.0
"Locate existing pipes needing repair or replacement, using magnetic or radio indicators.",0.0
"Locate files relating to specified design project in database library, load program into computer, and record completed job data.",1.0
"Locate fish, using fish-finding equipment.",0.0
"Locate forest fires on area maps, using azimuth sighters and known landmarks.",0.0
Locate grain line patterns to determine how rocks will split when cut.,0.0
Locate guests to appear on talk or interview shows.,0.0
Locate items requested by customers.,0.0
"Locate library materials for patrons, including books, periodicals, tape cassettes, Braille volumes, and pictures.",0.9559
"Locate lost, stolen, and counterfeit parking permits, and take necessary enforcement action.",0.0
"Locate malfunctions in brakes, motors, switches, and signal and control systems, using test equipment.",0.0
Locate new materials and direct their acquisition and display.,0.0
"Locate or select biodegradable, non-toxic, or other environmentally friendly raw materials for manufacturing processes.",0.0
"Locate performers or extras for crowd and background scenes, and stand-ins or photo doubles for actors, by direct contact or through agents.",0.0
Locate potential sources of geothermal energy.,0.0
"Locate problems, using specially designed equipment, and mark where digging must occur to reach damaged tanks or pipes.",0.0
Locate punctures in tubeless tires by visual inspection or by immersing inflated tires in water baths and observing air bubbles.,0.0
"Locate suppliers, using sources such as catalogs and the internet, and interview them to gather information about products to be ordered.",1.0
"Locate suspicious bags pictured in printouts sent from remote monitoring areas, and set these bags aside for inspection.",0.0
"Locate tower sites where work is to be performed, using mapping software.",0.0
"Locate underground services, such as pipes or wires, prior to beginning work.",0.0
Locate unusual or unique information in response to specific requests.,0.9691
"Locate vendors of materials, equipment or supplies, and interview them to determine product availability and terms of sales.",0.9049
Locate worn or torn areas in roofs.,0.0
"Locate, measure, and mark site locations or placement of structures or equipment, using measuring and marking equipment.",0.0
Lock doors and gates of entrances and exits to secure buildings.,0.0
Log and store exhibits from court proceedings.,0.0
"Log data, such as water levels and weather conditions.",0.0
"Log items distributed to persons, such as keys and key cards.",0.0
"Look for trace evidence, such as fingerprints, hairs, fibers, or shoe impressions, using alternative light sources when necessary.",0.0
